"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","KRW","Won","0","Units","2015","2015",176731100000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","KRW","Won","0","Units","2015","2015",193236300000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","KRW","Won","0","Units","2015","2015",209839000000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","KRW","Won","0","Units","2015","2015",229525600000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","KRW","Won","0","Units","2015","2015",254353000000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","KRW","Won","0","Units","2015","2015",279924100000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","KRW","Won","0","Units","2015","2015",305279400000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","KRW","Won","0","Units","2015","2015",326560200000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","KRW","Won","0","Units","2015","2015",349248400000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","KRW","Won","0","Units","2015","2015",381394400000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","KRW","Won","0","Units","2015","2015",422296900000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","KRW","Won","0","Units","2015","2015",454998100000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","KRW","Won","0","Units","2015","2015",474206900000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","KRW","Won","0","Units","2015","2015",417670600000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","KRW","Won","0","Units","2015","2015",467988700000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","KRW","Won","0","Units","2015","2015",511606600000000,,
"KOR","Korea","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","KRW","Won","0","Units","2015","2015",541244200000000,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1970","1970","EUR","Euro","0","Units","2015","2015",4439403918.18648,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1971","1971","EUR","Euro","0","Units","2015","2015",4688875183.66468,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1972","1972","EUR","Euro","0","Units","2015","2015",4916003112.95407,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1973","1973","EUR","Euro","0","Units","2015","2015",5198960060.75198,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1974","1974","EUR","Euro","0","Units","2015","2015",5432890685.57393,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1975","1975","EUR","Euro","0","Units","2015","2015",5719424912.91913,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1976","1976","EUR","Euro","0","Units","2015","2015",5898992617.40768,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1977","1977","EUR","Euro","0","Units","2015","2015",6033815005.59159,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1978","1978","EUR","Euro","0","Units","2015","2015",6211799324.05099,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1979","1979","EUR","Euro","0","Units","2015","2015",6431186254.97576,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1980","1980","EUR","Euro","0","Units","2015","2015",6612044125.8584,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1981","1981","EUR","Euro","0","Units","2015","2015",6727044866.71472,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1982","1982","EUR","Euro","0","Units","2015","2015",6753551921.72086,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1983","1983","EUR","Euro","0","Units","2015","2015",6786803028.33255,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1984","1984","EUR","Euro","0","Units","2015","2015",6884914318.2115,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","EUR","Euro","0","Units","2015","2015",7070749212.70474,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","EUR","Euro","0","Units","2015","2015",7301680310.50239,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","EUR","Euro","0","Units","2015","2015",7636243836.35324,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","EUR","Euro","0","Units","2015","2015",8092452648.57916,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","EUR","Euro","0","Units","2015","2015",8483589029.47189,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","EUR","Euro","0","Units","2015","2015",8804077569.15506,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","EUR","Euro","0","Units","2015","2015",9422480097.07205,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","EUR","Euro","0","Units","2015","2015",9202972737.26233,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","EUR","Euro","0","Units","2015","2015",9392029785.58615,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","EUR","Euro","0","Units","2015","2015",9771820403.55679,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","EUR","Euro","0","Units","2015","2015",9955458000,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","EUR","Euro","0","Units","2015","2015",10204503000,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","EUR","Euro","0","Units","2015","2015",10531968000,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","EUR","Euro","0","Units","2015","2015",11088954000,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","EUR","Euro","0","Units","2015","2015",11644307000,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","EUR","Euro","0","Units","2015","2015",12235422000,,
"LUX","Luxembourg","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","EUR","Euro","0","Units","2015","2015",12638802000,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1970","1970","MXN","Mexican Peso","0","Units","2018","2018",3582281306297.01,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1971","1971","MXN","Mexican Peso","0","Units","2018","2018",3769436680153.83,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1972","1972","MXN","Mexican Peso","0","Units","2018","2018",4023863524124.93,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1973","1973","MXN","Mexican Peso","0","Units","2018","2018",4290757042119.18,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1974","1974","MXN","Mexican Peso","0","Units","2018","2018",4512013230648.52,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1975","1975","MXN","Mexican Peso","0","Units","2018","2018",4769717291092.1,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1976","1976","MXN","Mexican Peso","0","Units","2018","2018",4986323346986.9,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1977","1977","MXN","Mexican Peso","0","Units","2018","2018",5087983314772.32,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1978","1978","MXN","Mexican Peso","0","Units","2018","2018",5502617171313.59,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1979","1979","MXN","Mexican Peso","0","Units","2018","2018",5989327514959.45,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1980","1980","MXN","Mexican Peso","0","Units","2018","2018",6440965082987.9,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1981","1981","MXN","Mexican Peso","0","Units","2018","2018",6887246828894.8,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1982","1982","MXN","Mexican Peso","0","Units","2018","2018",6824450619256.15,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1983","1983","MXN","Mexican Peso","0","Units","2018","2018",6537232254157.01,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1984","1984","MXN","Mexican Peso","0","Units","2018","2018",6719084914676.3,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","MXN","Mexican Peso","0","Units","2018","2018",6920473958074.58,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","MXN","Mexican Peso","0","Units","2018","2018",6772216084458.09,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","MXN","Mexican Peso","0","Units","2018","2018",6780571523380.95,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","MXN","Mexican Peso","0","Units","2018","2018",6869578851881.28,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","MXN","Mexican Peso","0","Units","2018","2018",7370484286964.72,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","MXN","Mexican Peso","0","Units","2018","2018",7843607445404.81,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","MXN","Mexican Peso","0","Units","2018","2018",8211393955045.41,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","MXN","Mexican Peso","0","Units","2018","2018",8598093876950.02,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","MXN","Mexican Peso","0","Units","2018","2018",8729987708000,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","MXN","Mexican Peso","0","Units","2018","2018",9177271112000,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","MXN","Mexican Peso","0","Units","2018","2018",8619344572750,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","MXN","Mexican Peso","0","Units","2018","2018",8929155975000,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","MXN","Mexican Peso","0","Units","2018","2018",9613844691000,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","MXN","Mexican Peso","0","Units","2018","2018",10271683379000,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","MXN","Mexican Peso","0","Units","2018","2018",10709602004750,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","MXN","Mexican Peso","0","Units","2018","2018",11644753026250,,
"MEX","Mexico","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","MXN","Mexican Peso","0","Units","2018","2018",11973272067750,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1970","1970","EUR","Euro","0","Units","2015","2015",135998535064.273,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1971","1971","EUR","Euro","0","Units","2015","2015",140488964842.392,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1972","1972","EUR","Euro","0","Units","2015","2015",145407941860.746,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1973","1973","EUR","Euro","0","Units","2015","2015",151221278336.983,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1974","1974","EUR","Euro","0","Units","2015","2015",156819409568.667,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1975","1975","EUR","Euro","0","Units","2015","2015",161990856808.985,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1976","1976","EUR","Euro","0","Units","2015","2015",170581365726.835,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1977","1977","EUR","Euro","0","Units","2015","2015",178424711847.578,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1978","1978","EUR","Euro","0","Units","2015","2015",186646235095.002,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1979","1979","EUR","Euro","0","Units","2015","2015",189029981191.043,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1980","1980","EUR","Euro","0","Units","2015","2015",188871994120.35,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1981","1981","EUR","Euro","0","Units","2015","2015",181940698616.917,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1982","1982","EUR","Euro","0","Units","2015","2015",180284932160.343,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1983","1983","EUR","Euro","0","Units","2015","2015",182100234580.46,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1984","1984","EUR","Euro","0","Units","2015","2015",185256878208.615,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","EUR","Euro","0","Units","2015","2015",188647404657.11,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","EUR","Euro","0","Units","2015","2015",193033869208.109,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","EUR","Euro","0","Units","2015","2015",197132239689.022,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","EUR","Euro","0","Units","2015","2015",198642410217.703,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","EUR","Euro","0","Units","2015","2015",204911903106.626,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","EUR","Euro","0","Units","2015","2015",213188067594.947,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","EUR","Euro","0","Units","2015","2015",218962219926.903,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","EUR","Euro","0","Units","2015","2015",220527785336.883,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","EUR","Euro","0","Units","2015","2015",222316314257.906,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","EUR","Euro","0","Units","2015","2015",226653858453.838,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","EUR","Euro","0","Units","2015","2015",232694361802.931,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","EUR","Euro","0","Units","2015","2015",242700000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","EUR","Euro","0","Units","2015","2015",253024000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","EUR","Euro","0","Units","2015","2015",267143000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","EUR","Euro","0","Units","2015","2015",282920000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","EUR","Euro","0","Units","2015","2015",293287000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","EUR","Euro","0","Units","2015","2015",299300000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1970","1970","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",45328709797.4925,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1971","1971","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",45530812019.7612,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1972","1972","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",48744595586.6805,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1973","1973","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",52865905108.0514,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1974","1974","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",54986581364.4783,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1975","1975","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",54580318292.8466,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1976","1976","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",52795732240.7002,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1977","1977","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",51080653709.992,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1978","1978","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",51993335937.8971,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1979","1979","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",51748402799.9221,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1980","1980","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",51624019740.2576,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1981","1981","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",52680269898.4441,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1982","1982","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",51953938945.0195,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1983","1983","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",53555318388.1414,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1984","1984","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",55630063294.7585,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",56390535199.7641,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",58712982180.9806,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",60546487564.9188,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",62124000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",63461000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",63838000000.0001,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",62374000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",62460000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",63959000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",68020000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",71024000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",74885000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",76930000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",79248000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",81890000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",83004000000,,
"NZL","New Zealand","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","NZD","New Zealand Dollar","0","Units","2009_10","2009-10",84903000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1970","1970","NOK","Norwegian Krone","0","Units","2019","2019",408839704990.402,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1971","1971","NOK","Norwegian Krone","0","Units","2019","2019",431652824413.638,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1972","1972","NOK","Norwegian Krone","0","Units","2019","2019",443488630750.28,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1973","1973","NOK","Norwegian Krone","0","Units","2019","2019",459171246881.39,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1974","1974","NOK","Norwegian Krone","0","Units","2019","2019",472800043144.685,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1975","1975","NOK","Norwegian Krone","0","Units","2019","2019",498620479968.985,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1976","1976","NOK","Norwegian Krone","0","Units","2019","2019",528515736867.446,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1977","1977","NOK","Norwegian Krone","0","Units","2019","2019",561943425750.499,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1978","1978","NOK","Norwegian Krone","0","Units","2019","2019",552500000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1979","1979","NOK","Norwegian Krone","0","Units","2019","2019",575706000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1980","1980","NOK","Norwegian Krone","0","Units","2019","2019",587624000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1981","1981","NOK","Norwegian Krone","0","Units","2019","2019",589400000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1982","1982","NOK","Norwegian Krone","0","Units","2019","2019",596010000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1983","1983","NOK","Norwegian Krone","0","Units","2019","2019",607813000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1984","1984","NOK","Norwegian Krone","0","Units","2019","2019",627211000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","NOK","Norwegian Krone","0","Units","2019","2019",685073000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","NOK","Norwegian Krone","0","Units","2019","2019",719665000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","NOK","Norwegian Krone","0","Units","2019","2019",715222000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","NOK","Norwegian Krone","0","Units","2019","2019",700120000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","NOK","Norwegian Krone","0","Units","2019","2019",695841000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","NOK","Norwegian Krone","0","Units","2019","2019",700661000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","NOK","Norwegian Krone","0","Units","2019","2019",715265000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","NOK","Norwegian Krone","0","Units","2019","2019",732175000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","NOK","Norwegian Krone","0","Units","2019","2019",748801000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","NOK","Norwegian Krone","0","Units","2019","2019",774222000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","NOK","Norwegian Krone","0","Units","2019","2019",802189000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","NOK","Norwegian Krone","0","Units","2019","2019",852912000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","NOK","Norwegian Krone","0","Units","2019","2019",879530000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","NOK","Norwegian Krone","0","Units","2019","2019",904409000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","NOK","Norwegian Krone","0","Units","2019","2019",938180000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","NOK","Norwegian Krone","0","Units","2019","2019",977310000000,,
"NOR","Norway","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","NOK","Norwegian Krone","0","Units","2019","2019",997470000000,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","PLN","Zloty","0","Units","2015","2015",404213701715.335,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","PLN","Zloty","0","Units","2015","2015",430961880400.192,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","PLN","Zloty","0","Units","2015","2015",441195875961.683,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","PLN","Zloty","0","Units","2015","2015",464846647949.145,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","PLN","Zloty","0","Units","2015","2015",485728541725.938,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","PLN","Zloty","0","Units","2015","2015",501115775024.3,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","PLN","Zloty","0","Units","2015","2015",546180803010.714,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","PLN","Zloty","0","Units","2015","2015",585713104451.66,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","PLN","Zloty","0","Units","2015","2015",614830475722.71,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","PLN","Zloty","0","Units","2015","2015",649753265614.639,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","PLN","Zloty","0","Units","2015","2015",669040347627.698,,
"POL","Poland","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","PLN","Zloty","0","Units","2015","2015",684376490506.378,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1970","1970","EUR","Euro","0","Units","2016","2016",41012025100.1416,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1971","1971","EUR","Euro","0","Units","2016","2016",46212987564.5664,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1972","1972","EUR","Euro","0","Units","2016","2016",48074040336.5106,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1973","1973","EUR","Euro","0","Units","2016","2016",53853891787.5831,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1974","1974","EUR","Euro","0","Units","2016","2016",59098755126.8317,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1975","1975","EUR","Euro","0","Units","2016","2016",58575818235.5477,,
