"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1976","1976","EUR","Euro","0","Units","2016","2016",60625816929.5278,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1977","1977","EUR","Euro","0","Units","2016","2016",60989505549.392,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1978","1978","EUR","Euro","0","Units","2016","2016",59746471824.5724,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1979","1979","EUR","Euro","0","Units","2016","2016",59814547897.9511,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1980","1980","EUR","Euro","0","Units","2016","2016",62222566866.9205,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1981","1981","EUR","Euro","0","Units","2016","2016",63939011955.1585,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1982","1982","EUR","Euro","0","Units","2016","2016",65407200713.1287,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1983","1983","EUR","Euro","0","Units","2016","2016",64599091914.3479,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1984","1984","EUR","Euro","0","Units","2016","2016",62661348675.5613,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","EUR","Euro","0","Units","2016","2016",63062836127.467,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","EUR","Euro","0","Units","2016","2016",66617938161.3207,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","EUR","Euro","0","Units","2016","2016",70139479563.5471,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","EUR","Euro","0","Units","2016","2016",74927251193.3689,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","EUR","Euro","0","Units","2016","2016",77132500984.9982,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","EUR","Euro","0","Units","2016","2016",82098933826.1682,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","EUR","Euro","0","Units","2016","2016",85571273597.9387,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","EUR","Euro","0","Units","2016","2016",89624481080.403,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","EUR","Euro","0","Units","2016","2016",90612007334.3054,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","EUR","Euro","0","Units","2016","2016",91541078047.3566,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","EUR","Euro","0","Units","2016","2016",92086765000,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","EUR","Euro","0","Units","2016","2016",95325572000,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","EUR","Euro","0","Units","2016","2016",98567984000,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","EUR","Euro","0","Units","2016","2016",103284262000,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","EUR","Euro","0","Units","2016","2016",108722511000,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","EUR","Euro","0","Units","2016","2016",112731473000,,
"PRT","Portugal","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","EUR","Euro","0","Units","2016","2016",113734717000,,
"SVK","Slovak Republic","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","EUR","Euro","0","Units","2015","2015",21418224889.0919,,
"SVK","Slovak Republic","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","EUR","Euro","0","Units","2015","2015",21630207646.169,,
"SVK","Slovak Republic","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","EUR","Euro","0","Units","2015","2015",22797175000,,
"SVK","Slovak Republic","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","EUR","Euro","0","Units","2015","2015",24503583000,,
"SVK","Slovak Republic","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","EUR","Euro","0","Units","2015","2015",25486237000,,
"SVK","Slovak Republic","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","EUR","Euro","0","Units","2015","2015",26726868000,,
"SVK","Slovak Republic","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","EUR","Euro","0","Units","2015","2015",26540130000,,
"SVK","Slovak Republic","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","EUR","Euro","0","Units","2015","2015",27222694000,,
"SVK","Slovak Republic","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","EUR","Euro","0","Units","2015","2015",28670679000,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1970","1970","EUR","Euro","0","Units","2015","2015",227939944613.184,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1971","1971","EUR","Euro","0","Units","2015","2015",239564040178.723,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1972","1972","EUR","Euro","0","Units","2015","2015",259447496040.574,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1973","1973","EUR","Euro","0","Units","2015","2015",279687017558.763,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1974","1974","EUR","Euro","0","Units","2015","2015",293943273119.723,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1975","1975","EUR","Euro","0","Units","2015","2015",299236555388.832,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1976","1976","EUR","Euro","0","Units","2015","2015",315993788861.3,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1977","1977","EUR","Euro","0","Units","2015","2015",320731676853.057,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1978","1978","EUR","Euro","0","Units","2015","2015",323617682699.169,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1979","1979","EUR","Euro","0","Units","2015","2015",327822324038.133,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1980","1980","EUR","Euro","0","Units","2015","2015",329790055296.846,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1981","1981","EUR","Euro","0","Units","2015","2015",326501828998.086,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1982","1982","EUR","Euro","0","Units","2015","2015",326632745970.684,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1983","1983","EUR","Euro","0","Units","2015","2015",327907911288.197,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1984","1984","EUR","Euro","0","Units","2015","2015",327253326425.207,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","EUR","Euro","0","Units","2015","2015",334722394744.985,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","EUR","Euro","0","Units","2015","2015",346112171361.009,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","EUR","Euro","0","Units","2015","2015",366715442451.169,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","EUR","Euro","0","Units","2015","2015",384651067697.092,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","EUR","Euro","0","Units","2015","2015",405524673834.564,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","EUR","Euro","0","Units","2015","2015",419760619439.277,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","EUR","Euro","0","Units","2015","2015",431874689955.648,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","EUR","Euro","0","Units","2015","2015",441268407794.659,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","EUR","Euro","0","Units","2015","2015",432874419564.578,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","EUR","Euro","0","Units","2015","2015",437560227051.331,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","EUR","Euro","0","Units","2015","2015",445065000000,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","EUR","Euro","0","Units","2015","2015",455973000000,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","EUR","Euro","0","Units","2015","2015",468872000000,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","EUR","Euro","0","Units","2015","2015",489543000000,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","EUR","Euro","0","Units","2015","2015",513031000000,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","EUR","Euro","0","Units","2015","2015",535791000000,,
"ESP","Spain","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","EUR","Euro","0","Units","2015","2015",556556000000,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1970","1970","SEK","Swedish Krona","0","Units","2022","2022",1004311634687.75,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1971","1971","SEK","Swedish Krona","0","Units","2022","2022",1005316162851.01,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1972","1972","SEK","Swedish Krona","0","Units","2022","2022",1039497529083.28,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1973","1973","SEK","Swedish Krona","0","Units","2022","2022",1066523859107.58,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1974","1974","SEK","Swedish Krona","0","Units","2022","2022",1102785544237.31,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1975","1975","SEK","Swedish Krona","0","Units","2022","2022",1133664164393.88,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1976","1976","SEK","Swedish Krona","0","Units","2022","2022",1181278525246.01,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1977","1977","SEK","Swedish Krona","0","Units","2022","2022",1169465383680.69,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1978","1978","SEK","Swedish Krona","0","Units","2022","2022",1161279781062.41,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1979","1979","SEK","Swedish Krona","0","Units","2022","2022",1189150298465.4,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1980","1980","SEK","Swedish Krona","0","Units","2022","2022",1179636745246.56,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1981","1981","SEK","Swedish Krona","0","Units","2022","2022",1195894204456.46,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1982","1982","SEK","Swedish Krona","0","Units","2022","2022",1206757635220.76,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1983","1983","SEK","Swedish Krona","0","Units","2022","2022",1179749120839.17,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1984","1984","SEK","Swedish Krona","0","Units","2022","2022",1200942883519.87,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","SEK","Swedish Krona","0","Units","2022","2022",1232471089419.12,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","SEK","Swedish Krona","0","Units","2022","2022",1291464164240.73,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","SEK","Swedish Krona","0","Units","2022","2022",1356125354319.17,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","SEK","Swedish Krona","0","Units","2022","2022",1394852450316.18,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","SEK","Swedish Krona","0","Units","2022","2022",1409945040578.23,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","SEK","Swedish Krona","0","Units","2022","2022",1400617866391.04,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","SEK","Swedish Krona","0","Units","2022","2022",1403760271682.14,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","SEK","Swedish Krona","0","Units","2022","2022",1382126599669.36,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","SEK","Swedish Krona","0","Units","2022","2022",1342125000000,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","SEK","Swedish Krona","0","Units","2022","2022",1365561000000,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","SEK","Swedish Krona","0","Units","2022","2022",1379972000000,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","SEK","Swedish Krona","0","Units","2022","2022",1404634000000,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","SEK","Swedish Krona","0","Units","2022","2022",1448101000000,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","SEK","Swedish Krona","0","Units","2022","2022",1495686000000,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","SEK","Swedish Krona","0","Units","2022","2022",1555854000000,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","SEK","Swedish Krona","0","Units","2022","2022",1642119000000,,
"SWE","Sweden","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","SEK","Swedish Krona","0","Units","2022","2022",1656669000000,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1970","1970","CHF","Swiss Franc","0","Units","2015","2015",165930557200.07,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1971","1971","CHF","Swiss Franc","0","Units","2015","2015",173830534154.034,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1972","1972","CHF","Swiss Franc","0","Units","2015","2015",183282569448.659,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1973","1973","CHF","Swiss Franc","0","Units","2015","2015",188342279639.215,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1974","1974","CHF","Swiss Franc","0","Units","2015","2015",187426565218.225,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1975","1975","CHF","Swiss Franc","0","Units","2015","2015",181947799275.691,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1976","1976","CHF","Swiss Franc","0","Units","2015","2015",183887872201.517,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1977","1977","CHF","Swiss Franc","0","Units","2015","2015",189459761644.49,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1978","1978","CHF","Swiss Franc","0","Units","2015","2015",193665839747.681,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1979","1979","CHF","Swiss Franc","0","Units","2015","2015",196133612509.332,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1980","1980","CHF","Swiss Franc","0","Units","2015","2015",201286446200.327,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1981","1981","CHF","Swiss Franc","0","Units","2015","2015",203243270441.798,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1982","1982","CHF","Swiss Franc","0","Units","2015","2015",203884790990.355,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1983","1983","CHF","Swiss Franc","0","Units","2015","2015",206423824972.365,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1984","1984","CHF","Swiss Franc","0","Units","2015","2015",209762803464.922,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","CHF","Swiss Franc","0","Units","2015","2015",214235653132.668,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","CHF","Swiss Franc","0","Units","2015","2015",220200378053.466,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","CHF","Swiss Franc","0","Units","2015","2015",226813189628.482,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","CHF","Swiss Franc","0","Units","2015","2015",231728978048.504,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","CHF","Swiss Franc","0","Units","2015","2015",237588462873.712,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","CHF","Swiss Franc","0","Units","2015","2015",241327134821.364,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","CHF","Swiss Franc","0","Units","2015","2015",245681290108.392,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","CHF","Swiss Franc","0","Units","2015","2015",246809276266.477,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","CHF","Swiss Franc","0","Units","2015","2015",246000554267.447,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","CHF","Swiss Franc","0","Units","2015","2015",248944987147.987,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","CHF","Swiss Franc","0","Units","2015","2015",250745611710.931,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","CHF","Swiss Franc","0","Units","2015","2015",254416188010.111,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","CHF","Swiss Franc","0","Units","2015","2015",259619576873.494,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","CHF","Swiss Franc","0","Units","2015","2015",265737156014.068,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","CHF","Swiss Franc","0","Units","2015","2015",271452017269.574,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","CHF","Swiss Franc","0","Units","2015","2015",277533630656.392,,
"CHE","Switzerland","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","CHF","Swiss Franc","0","Units","2015","2015",284194941106.531,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1970","1970","TRY","Turkish Lira","0","Units","2009","2009",153199101404.27,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1971","1971","TRY","Turkish Lira","0","Units","2009","2009",166999228335.247,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1972","1972","TRY","Turkish Lira","0","Units","2009","2009",177773942823.664,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1973","1973","TRY","Turkish Lira","0","Units","2009","2009",180357043505.616,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1974","1974","TRY","Turkish Lira","0","Units","2009","2009",166326914459.123,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1975","1975","TRY","Turkish Lira","0","Units","2009","2009",180197811271.797,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1976","1976","TRY","Turkish Lira","0","Units","2009","2009",197312327662.265,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1977","1977","TRY","Turkish Lira","0","Units","2009","2009",236041145421.123,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1978","1978","TRY","Turkish Lira","0","Units","2009","2009",240700162632.863,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1979","1979","TRY","Turkish Lira","0","Units","2009","2009",237816289953.697,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1980","1980","TRY","Turkish Lira","0","Units","2009","2009",251840521510.049,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1981","1981","TRY","Turkish Lira","0","Units","2009","2009",232709063491.207,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1982","1982","TRY","Turkish Lira","0","Units","2009","2009",248673569304.094,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1983","1983","TRY","Turkish Lira","0","Units","2009","2009",265428338795.934,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1984","1984","TRY","Turkish Lira","0","Units","2009","2009",286936485341.777,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","TRY","Turkish Lira","0","Units","2009","2009",285190828259.91,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","TRY","Turkish Lira","0","Units","2009","2009",301827647948.921,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","TRY","Turkish Lira","0","Units","2009","2009",300881342578.316,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","TRY","Turkish Lira","0","Units","2009","2009",304534560538.903,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","TRY","Turkish Lira","0","Units","2009","2009",301391186498.533,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","TRY","Turkish Lira","0","Units","2009","2009",340894244455.63,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","TRY","Turkish Lira","0","Units","2009","2009",350112271314.135,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","TRY","Turkish Lira","0","Units","2009","2009",361407296500.265,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","TRY","Turkish Lira","0","Units","2009","2009",392446956492.698,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","TRY","Turkish Lira","0","Units","2009","2009",371319188443.411,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","TRY","Turkish Lira","0","Units","2009","2009",389301304869.042,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","TRY","Turkish Lira","0","Units","2009","2009",422340394327.295,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","TRY","Turkish Lira","0","Units","2009","2009",457764910090.801,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","TRY","Turkish Lira","0","Units","2009","2009",460672699515.35,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","TRY","Turkish Lira","0","Units","2009","2009",461061028668.405,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","TRY","Turkish Lira","0","Units","2009","2009",481538268387.405,,
"TUR","Türkiye","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","TRY","Turkish Lira","0","Units","2009","2009",449027243803.848,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1970","1970","GBP","Pound Sterling","0","Units","2018","2018",393292186259.344,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1971","1971","GBP","Pound Sterling","0","Units","2018","2018",406873344199.968,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1972","1972","GBP","Pound Sterling","0","Units","2018","2018",433474266062.457,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1973","1973","GBP","Pound Sterling","0","Units","2018","2018",458778731234.143,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1974","1974","GBP","Pound Sterling","0","Units","2018","2018",453487895517.782,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1975","1975","GBP","Pound Sterling","0","Units","2018","2018",452408188076.428,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1976","1976","GBP","Pound Sterling","0","Units","2018","2018",453050358212.994,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1977","1977","GBP","Pound Sterling","0","Units","2018","2018",450487062741.251,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1978","1978","GBP","Pound Sterling","0","Units","2018","2018",473978104068.168,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1979","1979","GBP","Pound Sterling","0","Units","2018","2018",497061226000.162,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1980","1980","GBP","Pound Sterling","0","Units","2018","2018",497626658824.811,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1981","1981","GBP","Pound Sterling","0","Units","2018","2018",498916384172.463,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1982","1982","GBP","Pound Sterling","0","Units","2018","2018",505980255674.689,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1983","1983","GBP","Pound Sterling","0","Units","2018","2018",529103765665.585,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1984","1984","GBP","Pound Sterling","0","Units","2018","2018",544373144468.377,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1985","1985","GBP","Pound Sterling","0","Units","2018","2018",568673293241.996,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1986","1986","GBP","Pound Sterling","0","Units","2018","2018",607502373071.842,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1987","1987","GBP","Pound Sterling","0","Units","2018","2018",645433491725.399,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1988","1988","GBP","Pound Sterling","0","Units","2018","2018",700175466763.232,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1989","1989","GBP","Pound Sterling","0","Units","2018","2018",727056412500.786,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1990","1990","GBP","Pound Sterling","0","Units","2018","2018",745384513631.205,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1991","1991","GBP","Pound Sterling","0","Units","2018","2018",728553463217.477,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1992","1992","GBP","Pound Sterling","0","Units","2018","2018",738716445106.233,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1993","1993","GBP","Pound Sterling","0","Units","2018","2018",769543304198.661,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1994","1994","GBP","Pound Sterling","0","Units","2018","2018",795485900701.023,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1995","1995","GBP","Pound Sterling","0","Units","2018","2018",811674780978.184,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1996","1996","GBP","Pound Sterling","0","Units","2018","2018",841981837062.469,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1997","1997","GBP","Pound Sterling","0","Units","2018","2018",887659659189.6,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1998","1998","GBP","Pound Sterling","0","Units","2018","2018",924263686047.314,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","1999","1999","GBP","Pound Sterling","0","Units","2018","2018",963396608506.344,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","2000","2000","GBP","Pound Sterling","0","Units","2018","2018",1008456769863.99,,
"GBR","United Kingdom","CPV","Private final consumption expenditure, volume","A","Annual","2001","2001","GBP","Pound Sterling","0","Units","2018","2018",1040948215539.12,,
