"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1972","1972","EUR","Euro","0","Units",,,0.088042,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1973","1973","EUR","Euro","0","Units",,,0.086941,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1974","1974","EUR","Euro","0","Units",,,0.088042,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1975","1975","EUR","Euro","0","Units",,,0.094061,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1976","1976","EUR","Euro","0","Units",,,0.107168,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1977","1977","EUR","Euro","0","Units",,,0.10811,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1978","1978","EUR","Euro","0","Units",,,0.107837,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1979","1979","EUR","Euro","0","Units",,,0.108697,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1980","1980","EUR","Euro","0","Units",,,0.125067,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1981","1981","EUR","Euro","0","Units",,,0.162607,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1982","1982","EUR","Euro","0","Units",,,0.196047,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1983","1983","EUR","Euro","0","Units",,,0.258442,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1984","1984","EUR","Euro","0","Units",,,0.33079,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1985","1985","EUR","Euro","0","Units",,,0.405338,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1986","1986","EUR","Euro","0","Units",,,0.410803,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1987","1987","EUR","Euro","0","Units",,,0.397445,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1988","1988","EUR","Euro","0","Units",,,0.416318,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1989","1989","EUR","Euro","0","Units",,,0.476644,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1990","1990","EUR","Euro","0","Units",,,0.465191,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1991","1991","EUR","Euro","0","Units",,,0.534898,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1992","1992","EUR","Euro","0","Units",,,0.559426,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1993","1993","EUR","Euro","0","Units",,,0.67278,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,0.711967,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,0.679861,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,0.706417,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,0.801344,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,0.86729,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.896982,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,1.072336,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,1.116533,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1970","1970","ZAR","Rand","0","Units",,,0.264638,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1971","1971","ZAR","Rand","0","Units",,,0.267003,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1972","1972","ZAR","Rand","0","Units",,,0.284232,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1973","1973","ZAR","Rand","0","Units",,,0.319083,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1974","1974","ZAR","Rand","0","Units",,,0.339394,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1975","1975","ZAR","Rand","0","Units",,,0.344235,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1976","1976","ZAR","Rand","0","Units",,,0.360337,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1977","1977","ZAR","Rand","0","Units",,,0.377132,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1978","1978","ZAR","Rand","0","Units",,,0.393263,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1979","1979","ZAR","Rand","0","Units",,,0.417844,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1980","1980","ZAR","Rand","0","Units",,,0.478568,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1981","1981","ZAR","Rand","0","Units",,,0.481509,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1982","1982","ZAR","Rand","0","Units",,,0.51691,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1983","1983","ZAR","Rand","0","Units",,,0.579614,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1984","1984","ZAR","Rand","0","Units",,,0.62364,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1985","1985","ZAR","Rand","0","Units",,,0.70617,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1986","1986","ZAR","Rand","0","Units",,,0.810963,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1987","1987","ZAR","Rand","0","Units",,,0.905983,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1988","1988","ZAR","Rand","0","Units",,,1.00769,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1989","1989","ZAR","Rand","0","Units",,,1.136695,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1990","1990","ZAR","Rand","0","Units",,,1.258557,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1991","1991","ZAR","Rand","0","Units",,,1.407964,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1992","1992","ZAR","Rand","0","Units",,,1.579144,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1993","1993","ZAR","Rand","0","Units",,,1.742831,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1994","1994","ZAR","Rand","0","Units",,,1.873827,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1995","1995","ZAR","Rand","0","Units",,,2.034262,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1996","1996","ZAR","Rand","0","Units",,,2.157941,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1997","1997","ZAR","Rand","0","Units",,,2.293984,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1998","1998","ZAR","Rand","0","Units",,,2.451646,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","ZAR","Rand","0","Units",,,2.584119,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","ZAR","Rand","0","Units",,,2.758894,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","ZAR","Rand","0","Units",,,2.908572,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1970","1970","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1971","1971","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1972","1972","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1973","1973","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1974","1974","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1975","1975","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1976","1976","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1977","1977","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1978","1978","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1979","1979","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1980","1980","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1981","1981","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1982","1982","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1983","1983","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1984","1984","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1985","1985","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1986","1986","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1987","1987","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1988","1988","BRL","Brazilian Real","0","Units",,,0,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1989","1989","BRL","Brazilian Real","0","Units",,,0.000001,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1990","1990","BRL","Brazilian Real","0","Units",,,0.00003,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1991","1991","BRL","Brazilian Real","0","Units",,,0.000176,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1992","1992","BRL","Brazilian Real","0","Units",,,0.001953,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1993","1993","BRL","Brazilian Real","0","Units",,,0.038277,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1994","1994","BRL","Brazilian Real","0","Units",,,0.664684,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1995","1995","BRL","Brazilian Real","0","Units",,,0.917667,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1996","1996","BRL","Brazilian Real","0","Units",,,1.0051,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1997","1997","BRL","Brazilian Real","0","Units",,,1.077992,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1998","1998","BRL","Brazilian Real","0","Units",,,1.160517,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","1999","1999","BRL","Brazilian Real","0","Units",,,1.813933,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2000","2000","BRL","Brazilian Real","0","Units",,,1.829423,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","BRL","Brazilian Real","0","Units",,,2.349632,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1970","1970","GBP","Pound Sterling","0","Units",,,0.353221,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1971","1971","GBP","Pound Sterling","0","Units",,,0.368145,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1972","1972","GBP","Pound Sterling","0","Units",,,0.379025,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1973","1973","GBP","Pound Sterling","0","Units",,,0.390124,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1974","1974","GBP","Pound Sterling","0","Units",,,0.414617,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1975","1975","GBP","Pound Sterling","0","Units",,,0.471399,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1976","1976","GBP","Pound Sterling","0","Units",,,0.517298,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1977","1977","GBP","Pound Sterling","0","Units",,,0.55685,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1978","1978","GBP","Pound Sterling","0","Units",,,0.569357,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1979","1979","GBP","Pound Sterling","0","Units",,,0.594468,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1980","1980","GBP","Pound Sterling","0","Units",,,0.623388,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1981","1981","GBP","Pound Sterling","0","Units",,,0.635767,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1982","1982","GBP","Pound Sterling","0","Units",,,0.653135,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1983","1983","GBP","Pound Sterling","0","Units",,,0.660122,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1984","1984","GBP","Pound Sterling","0","Units",,,0.668995,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1985","1985","GBP","Pound Sterling","0","Units",,,0.68153,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1986","1986","GBP","Pound Sterling","0","Units",,,0.695247,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1987","1987","GBP","Pound Sterling","0","Units",,,0.703666,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1988","1988","GBP","Pound Sterling","0","Units",,,0.710316,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1989","1989","GBP","Pound Sterling","0","Units",,,0.721568,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1990","1990","GBP","Pound Sterling","0","Units",,,0.747622,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1991","1991","GBP","Pound Sterling","0","Units",,,0.784904,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1992","1992","GBP","Pound Sterling","0","Units",,,0.793167,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1993","1993","GBP","Pound Sterling","0","Units",,,0.791929,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1994","1994","GBP","Pound Sterling","0","Units",,,0.788715,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1995","1995","GBP","Pound Sterling","0","Units",,,0.796984,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1996","1996","GBP","Pound Sterling","0","Units",,,0.789006,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1997","1997","GBP","Pound Sterling","0","Units",,,0.78981,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1998","1998","GBP","Pound Sterling","0","Units",,,0.808717,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1999","1999","GBP","Pound Sterling","0","Units",,,0.808232,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2000","2000","GBP","Pound Sterling","0","Units",,,0.777559,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","GBP","Pound Sterling","0","Units",,,0.756051,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1970","1970","EUR","Euro","0","Units",,,0.572468,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1971","1971","EUR","Euro","0","Units",,,0.584751,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1972","1972","EUR","Euro","0","Units",,,0.612345,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1973","1973","EUR","Euro","0","Units",,,0.652376,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1974","1974","EUR","Euro","0","Units",,,0.710736,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1975","1975","EUR","Euro","0","Units",,,0.766129,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1976","1976","EUR","Euro","0","Units",,,0.816598,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1977","1977","EUR","Euro","0","Units",,,0.8478,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1978","1978","EUR","Euro","0","Units",,,0.852242,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1979","1979","EUR","Euro","0","Units",,,0.843554,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1980","1980","EUR","Euro","0","Units",,,0.845544,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1981","1981","EUR","Euro","0","Units",,,0.864094,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1982","1982","EUR","Euro","0","Units",,,0.893619,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1983","1983","EUR","Euro","0","Units",,,0.928488,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1984","1984","EUR","Euro","0","Units",,,0.959366,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1985","1985","EUR","Euro","0","Units",,,0.982159,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1986","1986","EUR","Euro","0","Units",,,0.997658,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1987","1987","EUR","Euro","0","Units",,,1.000344,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1988","1988","EUR","Euro","0","Units",,,1.010987,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1989","1989","EUR","Euro","0","Units",,,1.02868,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1990","1990","EUR","Euro","0","Units",,,1.048751,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1991","1991","EUR","Euro","0","Units",,,1.068038,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1992","1992","EUR","Euro","0","Units",,,1.073902,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1993","1993","EUR","Euro","0","Units",,,1.08063,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,1.066674,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,1.054201,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,1.049999,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,1.041717,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,1.045743,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,1.037696,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.995887,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,1.01943,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1970","1970","EUR","Euro","0","Units",,,0.18737,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1971","1971","EUR","Euro","0","Units",,,0.191132,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1972","1972","EUR","Euro","0","Units",,,0.193533,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1973","1973","EUR","Euro","0","Units",,,0.206851,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1974","1974","EUR","Euro","0","Units",,,0.228196,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1975","1975","EUR","Euro","0","Units",,,0.24432,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1976","1976","EUR","Euro","0","Units",,,0.271996,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1977","1977","EUR","Euro","0","Units",,,0.303401,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1978","1978","EUR","Euro","0","Units",,,0.322992,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1979","1979","EUR","Euro","0","Units",,,0.34433,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1980","1980","EUR","Euro","0","Units",,,0.38154,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1981","1981","EUR","Euro","0","Units",,,0.414043,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1982","1982","EUR","Euro","0","Units",,,0.458352,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1983","1983","EUR","Euro","0","Units",,,0.507664,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1984","1984","EUR","Euro","0","Units",,,0.542719,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1985","1985","EUR","Euro","0","Units",,,0.574348,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1986","1986","EUR","Euro","0","Units",,,0.60517,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1987","1987","EUR","Euro","0","Units",,,0.626055,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1988","1988","EUR","Euro","0","Units",,,0.64494,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1989","1989","EUR","Euro","0","Units",,,0.659072,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1990","1990","EUR","Euro","0","Units",,,0.691921,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1991","1991","EUR","Euro","0","Units",,,0.720028,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1992","1992","EUR","Euro","0","Units",,,0.734736,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1993","1993","EUR","Euro","0","Units",,,0.745614,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,0.755886,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,0.776826,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,0.797961,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,0.804355,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,0.799838,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.806447,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.805259,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,0.816275,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","1970","1970","MXN","Mexican Peso","0","Units",,,0.0125,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","1971","1971","MXN","Mexican Peso","0","Units",,,0.0125,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","1972","1972","MXN","Mexican Peso","0","Units",,,0.0125,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","1973","1973","MXN","Mexican Peso","0","Units",,,0.0125,,
